Ordem,ID,Versão,Sprint,Componente,Forma de integração,Tipo,Tarefa,Passo de execução,Artefato a produzir,Critério de aceite,Dependências,Requisitos,Status,Prioridade na versão,Risco,Aplicabilidade,Responsável,Revisor humano,Data de aceite,Evidência exigida,Evidência obtida,ADR / justificativa,Fechamento,Observações
620,SL-S57-04,v1.0.0-beta.1,S57,Distribuição / macOS,Integração,Teste,Validar instalação limpa,Executar sem ambientes Python/Go/Rust de desenvolvimento.,tests/packaging/macos-install/,"Ausência de dependência é detectada antes do uso, sem instrução opaca para desativar segurança.",SL-S57-03,R01; R06; R09; R30; R33,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S57/SL-S57-04.md,,,PENDENTE,
621,SL-S57-05,v1.0.0-beta.1,S57,Distribuição / macOS,Integração,Teste,Repetir sandbox instalado,"Tentar acesso a dados privados, rede e filhos não autorizados.",reports/packaging/macos-security.json,Permissões reais do bundle correspondem aos perfis aprovados.,SL-S57-04,R01; R06; R09; R30; R33,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S57/SL-S57-05.md,,,PENDENTE,
622,SL-S57-06,v1.0.0-beta.1,S57,Distribuição / macOS,Integração,Teste,Validar modelos/pacotes offline,Provisionar pelo fluxo documentado e bloquear rede.,reports/packaging/macos-offline.json,Geração/embeddings homologados funcionam sem chamada externa.,SL-S57-05,R01; R06; R09; R30; R33,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S57/SL-S57-06.md,,,PENDENTE,
623,SL-S57-07,v1.0.0-beta.1,S57,Distribuição / macOS,Integração,Teste,Rodar jornadas por arquitetura,"Exercitar editor, Mesa, ingest, busca, contexto e web habilitada.",reports/targets/macos-v1.json,Teste de uma arquitetura não vale como aprovação da outra.,SL-S57-06,R01; R06; R09; R30; R33,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S57/SL-S57-07.md,,,PENDENTE,
624,SL-S57-08,v1.0.0-beta.1,S57,Distribuição / macOS,Integração,Teste,Consolidar matriz dos cinco alvos,Comparar capacidades essenciais e opcionais com evidências.,reports/targets/v1-capabilities.json,Qualquer lacuna essencial bloqueia stable até correção ou replanejamento formal de escopo.,SL-S57-07,R01; R06; R09; R30; R33,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S57/SL-S57-08.md,,,PENDENTE,
625,SL-S57-09,v1.0.0-beta.1,S57,Distribuição / macOS,Integração,Documentação,Publicar guia beta,"Explicar instalação, requisitos, limites e coleta de diagnóstico local saneado.",docs/releases/v1-beta.md,Usuário identifica facilmente qual pacote/modelo pode usar em seu hardware.,SL-S57-08,R01; R06; R09; R30; R33,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S57/SL-S57-09.md,,,PENDENTE,
626,SL-S57-10,v1.0.0-beta.1,S57,Distribuição / macOS,Integração,Release,Publicar beta multiplataforma,"Empacotar notas, SBOM, hashes e fontes aplicáveis.",release/v1.0.0-beta.1/,Beta mantém estado experimental explícito e não oculta falhas conhecidas.,SL-S57-09,R01; R06; R09; R30; R33,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor,,,reports/S57/SL-S57-10.md,,,PENDENTE,
627,SL-S57-GATE,v1.0.0-beta.1,S57,Distribuição / macOS,Aceite humano,Gate,Aceitar S57 — Empacotar macOS e fechar beta multiplataforma,"Revisar as dez tarefas, executar a demonstração do sprint, confrontar critérios e registrar decisão go/no-go.",reports/S57/acceptance.md,"Instalação limpa em macOS preserva helpers, permissões, modelos e dados do usuário. Todas as dependências aceitas; evidências vinculadas a revisão/ambiente; nenhum blocker de integridade/segurança.",SL-S57-01; SL-S57-02; SL-S57-03; SL-S57-04; SL-S57-05; SL-S57-06; SL-S57-07; SL-S57-08; SL-S57-09; SL-S57-10,R01; R06; R09; R30; R33,Não iniciado,P0,Crítico,Obrigatória para fechar a versão aprovada,Autor,,,reports/S57/acceptance.md,,,PENDENTE,
628,SL-S58-01,v1.0.0-rc.1,S58,Compatibilidade / portabilidade,Próprio,Decisão,Ratificar retenção/Git/auditoria,"Resolver ADR-016 incluindo arquivos canônicos, caches excluídos e limites de anchoring.",docs/adr/016-history-portability.md,Git opcional não é chamado de backup remoto sem configuração real.,SL-S22-GATE; SL-S57-GATE,R02; R05; R29; R32; R37,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor,,,reports/S58/SL-S58-01.md,,,PENDENTE,
629,SL-S58-02,v1.0.0-rc.1,S58,Compatibilidade / portabilidade,Próprio,Implementação,Criar planejador de migração,Detectar versão e mostrar plano antes de executar mudanças.,crates/migrations/src/plan.rs,Versão desconhecida abre read-only ou é recusada sem regravação destrutiva.,SL-S58-01,R02; R05; R29; R32; R37,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S58/SL-S58-02.md,,,PENDENTE,
630,SL-S58-03,v1.0.0-rc.1,S58,Compatibilidade / portabilidade,Próprio,Implementação,Executar migração recuperável,Criar ponto de restauração e publicar migração com protocolo durável.,crates/migrations/src/run.rs,Interrupção permite retomar/voltar; formatos intermediários não são anunciados como prontos.,SL-S58-02,R02; R05; R29; R32; R37,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S58/SL-S58-03.md,,,PENDENTE,
631,SL-S58-04,v1.0.0-rc.1,S58,Compatibilidade / portabilidade,Próprio,Implementação,Versionar caches separadamente,Reconstruir índices/MPK sem obrigar migração autoral.,crates/migrations/src/derived.rs,Atualização de engine vetorial não muda o Markdown sem necessidade.,SL-S58-03,R02; R05; R29; R32; R37,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S58/SL-S58-04.md,,,PENDENTE,
632,SL-S58-05,v1.0.0-rc.1,S58,Compatibilidade / portabilidade,Próprio,Implementação,Concluir backup/restauração,"Validar escopo, manifest, integridade e dry-run do restauro.",crates/backup/,Backup de dados confirmados reconstrói autoria e histórico aprovado numa raiz limpa.,SL-S58-04,R02; R05; R29; R32; R37,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S58/SL-S58-05.md,,,PENDENTE,
633,SL-S58-06,v1.0.0-rc.1,S58,Compatibilidade / portabilidade,Próprio,Implementação,Integrar Git local,Commitar arquivos autorizados com hooks/filters e execução de comandos sob política segura.,adapters/git/local.rs,Repositório importado não executa hook/filtro arbitrário por simples abertura.,SL-S58-05,R02; R05; R29; R32; R37,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S58/SL-S58-06.md,,,PENDENTE,
634,SL-S58-07,v1.0.0-rc.1,S58,Compatibilidade / portabilidade,Próprio,Implementação,Integrar remotos opt-in,"Configurar credenciais do SO, preview de conteúdo e confirmação de push/pull.",adapters/git/remote.rs,Nenhum remoto é criado ou sincronizado automaticamente; conflitos são explícitos.,SL-S58-06,R02; R05; R29; R32; R37,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S58/SL-S58-07.md,,,PENDENTE,
635,SL-S58-08,v1.0.0-rc.1,S58,Compatibilidade / portabilidade,Próprio,Implementação,Definir retenção e purga,Separar limpar cache de apagar histórico/assets não referenciados.,crates/history/src/retention.rs,Purga com efeito autoral exige confirmação e explica perda de rollback/auditoria.,SL-S58-07,R02; R05; R29; R32; R37,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S58/SL-S58-08.md,,,PENDENTE,
636,SL-S58-09,v1.0.0-rc.1,S58,Compatibilidade / portabilidade,Próprio,Teste,Testar matriz de versões,Migrar fixtures de versões anteriores e simular downgrade incompatível.,tests/migrations/v1/,Dados não são silenciosamente perdidos; impossibilidade de downgrade tem alternativa de export/restore.,SL-S58-08,R02; R05; R29; R32; R37,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S58/SL-S58-09.md,,,PENDENTE,
637,SL-S58-10,v1.0.0-rc.1,S58,Compatibilidade / portabilidade,Próprio,Teste,Restaurar em outro sistema,"Levar backup entre SOs e verificar IDs, fontes, paths e referências.",reports/portability/v1-restore.md,Portabilidade não depende de índices ou diretórios específicos da máquina de origem.,SL-S58-09,R02; R05; R29; R32; R37,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S58/SL-S58-10.md,,,PENDENTE,
638,SL-S58-GATE,v1.0.0-rc.1,S58,Compatibilidade / portabilidade,Aceite humano,Gate,"Aceitar S58 — Implementar migrações, backup e Git opcional","Revisar as dez tarefas, executar a demonstração do sprint, confrontar critérios e registrar decisão go/no-go.",reports/S58/acceptance.md,"Migrar cópia de Vault antigo, restaurar backup e fazer commit/push apenas por ação autorizada. Todas as dependências aceitas; evidências vinculadas a revisão/ambiente; nenhum blocker de integridade/segurança.",SL-S58-01; SL-S58-02; SL-S58-03; SL-S58-04; SL-S58-05; SL-S58-06; SL-S58-07; SL-S58-08; SL-S58-09; SL-S58-10,R02; R05; R29; R32; R37,Não iniciado,P0,Crítico,Obrigatória para fechar a versão aprovada,Autor,,,reports/S58/acceptance.md,,,PENDENTE,
639,SL-S59-01,v1.0.0-rc.1,S59,Produto / qualidade de uso,Próprio,Teste,Auditar teclado/foco,"Cobrir Ingest, canvas alternativo acessível, editor, diálogo e copiloto.",reports/a11y/keyboard-v1.md,Jornada essencial não contém armadilha de foco ou ação somente por gesto espacial.,SL-S57-GATE; SL-S58-GATE,R01; R07; R08; R31; R33; R34,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S59/SL-S59-01.md,,,PENDENTE,
640,SL-S59-02,v1.0.0-rc.1,S59,Produto / qualidade de uso,Próprio,Teste,Auditar semântica/contraste,"Verificar nomes acessíveis, status, escalas e alternativas aos sinais de cor.",reports/a11y/interface-v1.md,Erros e relações não dependem exclusivamente de cor ou imagem.,SL-S59-01,R01; R07; R08; R31; R33; R34,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S59/SL-S59-02.md,,,PENDENTE,
641,SL-S59-03,v1.0.0-rc.1,S59,Produto / qualidade de uso,Próprio,Implementação,Corrigir bloqueios de uso,"Resolver defeitos críticos de navegação, estados vazios e mensagens de recuperação.",ux/fixes-v1/,Erro comum oferece ação concreta sem expor jargão interno obrigatório.,SL-S59-02,R01; R07; R08; R31; R33; R34,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S59/SL-S59-03.md,,,PENDENTE,
642,SL-S59-04,v1.0.0-rc.1,S59,Produto / qualidade de uso,Próprio,Documentação,Escrever guia de primeiros passos,Explicar modos offline/conectado e ciclo Captura→Mesa→Peça.,docs/user/getting-started.md,"Guia não exige familiaridade com PageIndex, LocalAI, SearxNG ou banco vetorial.",SL-S59-03,R01; R07; R08; R31; R33; R34,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S59/SL-S59-04.md,,,PENDENTE,
643,SL-S59-05,v1.0.0-rc.1,S59,Produto / qualidade de uso,Próprio,Documentação,Escrever guia de dados/recuperação,"Documentar formatos, backup, conflito, migração e reconstrução.",docs/user/data-and-recovery.md,Usuário distingue cache descartável de histórico autoral.,SL-S59-04,R01; R07; R08; R31; R33; R34,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S59/SL-S59-05.md,,,PENDENTE,
644,SL-S59-06,v1.0.0-rc.1,S59,Produto / qualidade de uso,Próprio,Documentação,Escrever guia de privacidade,"Mostrar envio Jev/BYOK/web, chaves, logs e revogação.",docs/user/privacy.md,Não promete que todos os dados ficam locais quando o usuário habilita serviços externos.,SL-S59-05,R01; R07; R08; R31; R33; R34,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S59/SL-S59-06.md,,,PENDENTE,
645,SL-S59-07,v1.0.0-rc.1,S59,Produto / qualidade de uso,Próprio,Documentação,Escrever guia de contribuição,"Orientar builds, fixtures, contratos, patches upstream e licenças.",docs/contributing/,Novo contribuinte consegue executar suíte básica sem credenciais pagas.,SL-S59-06,R01; R07; R08; R31; R33; R34,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S59/SL-S59-07.md,,,PENDENTE,
646,SL-S59-08,v1.0.0-rc.1,S59,Produto / qualidade de uso,Próprio,Teste,Executar piloto com corpus permitido,"Observar jornadas reais ou testes estruturados do mantenedor, distinguindo as modalidades.",reports/pilot/v1.md,Feedback não é inventado; origem e limitações da amostra são registradas.,SL-S59-07,R01; R07; R08; R31; R33; R34,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S59/SL-S59-08.md,,,PENDENTE,
647,SL-S59-09,v1.0.0-rc.1,S59,Produto / qualidade de uso,Próprio,Governança,Revisar pendências da RC,"Classificar bugs, segurança, portabilidade e recursos contra critérios fixados.",reports/releases/v1-rc-readiness.md,Nenhum defeito crítico fica escondido como trabalho de versão futura.,SL-S59-08,R01; R07; R08; R31; R33; R34,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor,,,reports/S59/SL-S59-09.md,,,PENDENTE,
648,SL-S59-10,v1.0.0-rc.1,S59,Produto / qualidade de uso,Próprio,Release,Publicar candidata,"Anexar migrações, rollback, changelog, avisos e matriz de suporte.",release/v1.0.0-rc.1/,Fonte e binários correspondem à mesma revisão e evidências da RC.,SL-S59-09,R01; R07; R08; R31; R33; R34,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor,,,reports/S59/SL-S59-10.md,,,PENDENTE,
649,SL-S59-GATE,v1.0.0-rc.1,S59,Produto / qualidade de uso,Aceite humano,Gate,"Aceitar S59 — Concluir acessibilidade, documentação e piloto","Revisar as dez tarefas, executar a demonstração do sprint, confrontar critérios e registrar decisão go/no-go.",reports/S59/acceptance.md,"Usuário novo instala, captura, produz Peça e recupera erro seguindo somente os guias. Todas as dependências aceitas; evidências vinculadas a revisão/ambiente; nenhum blocker de integridade/segurança.",SL-S59-01; SL-S59-02; SL-S59-03; SL-S59-04; SL-S59-05; SL-S59-06; SL-S59-07; SL-S59-08; SL-S59-09; SL-S59-10,R01; R07; R08; R31; R33; R34,Não iniciado,P0,Crítico,Obrigatória para fechar a versão aprovada,Autor,,,reports/S59/acceptance.md,,,PENDENTE,
650,SL-S60-01,v1.0.0,S60,Release / escopo integral,Próprio,Governança,Auditar rastreabilidade,Conferir requisitos R01–R34/R37 aplicáveis contra testes e entregáveis reais.,reports/releases/v1-traceability.md,"Cada requisito essencial tem evidência, e não apenas tarefa marcada concluída.",SL-S54-GATE; SL-S55-GATE; SL-S56-GATE; SL-S57-GATE; SL-S58-GATE; SL-S59-GATE,R01; R02; R05; R06; R07; R09; R33; R34,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor,,,reports/S60/SL-S60-01.md,,,PENDENTE,
651,SL-S60-02,v1.0.0,S60,Release / escopo integral,Próprio,Teste,Rodar suíte final na revisão candidata,"Reexecutar contratos, e2e, segurança, migrações e recursos relevantes.",reports/releases/v1-final-suite.json,"Resultados pertencem ao commit que será publicado, não a uma versão anterior parecida.",SL-S60-01,R01; R02; R05; R06; R07; R09; R33; R34,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S60/SL-S60-02.md,,,PENDENTE,
652,SL-S60-03,v1.0.0,S60,Release / escopo integral,Próprio,Teste,Repetir destruição de caches,Executar prova oficial de soberania no pacote final.,reports/releases/v1-file-truth.json,Todos os dados autorais previstos reaparecem sem depender dos motores de índice.,SL-S60-02,R01; R02; R05; R06; R07; R09; R33; R34,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S60/SL-S60-03.md,,,PENDENTE,
653,SL-S60-04,v1.0.0,S60,Release / escopo integral,Próprio,Teste,Repetir modo desconectado,Bloquear rede em instalação com pacotes provisionados.,reports/releases/v1-offline.json,Funções locais essenciais funcionam e não há egress inesperado.,SL-S60-03,R01; R02; R05; R06; R07; R09; R33; R34,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S60/SL-S60-04.md,,,PENDENTE,
654,SL-S60-05,v1.0.0,S60,Release / escopo integral,Próprio,Licença,Fechar conformidade,"Revisar SBOM, notices, fontes correspondentes e licenças dos modelos distribuídos.",compliance/releases/v1.0.0/,Natureza não comercial não é usada como isenção de obrigação ou custo de API.,SL-S60-04,R01; R02; R05; R06; R07; R09; R33; R34,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor,,,reports/S60/SL-S60-05.md,,,PENDENTE,
655,SL-S60-06,v1.0.0,S60,Release / escopo integral,Próprio,Release,Congelar e verificar artefatos,"Gerar hashes/assinaturas, registrar ambiente e associar fontes/lockfiles.",release/v1.0.0/manifest.json,Cada arquivo baixável corresponde a origem e versão auditáveis.,SL-S60-05,R01; R02; R05; R06; R07; R09; R33; R34,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor,,,reports/S60/SL-S60-06.md,,,PENDENTE,
656,SL-S60-07,v1.0.0,S60,Release / escopo integral,Próprio,Documentação,Publicar notas de versão,"Explicar capacidades, mínimos, limitações, atualização e rollback.",docs/releases/v1.0.0.md,Não há claim de performance/segurança que exceda a matriz homologada.,SL-S60-06,R01; R02; R05; R06; R07; R09; R33; R34,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S60/SL-S60-07.md,,,PENDENTE,
657,SL-S60-08,v1.0.0,S60,Release / escopo integral,Próprio,Governança,Definir suporte e vulnerabilidades,"Criar canal, política de triagem e processo de patch emergencial.",SECURITY.md,Relato crítico pode interromper roadmap e gerar patch sem aguardar próximo sprint de feature.,SL-S60-07,R01; R02; R05; R06; R07; R09; R33; R34,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor,,,reports/S60/SL-S60-08.md,,,PENDENTE,
658,SL-S60-09,v1.0.0,S60,Release / escopo integral,Próprio,Decisão,Fazer go/no-go humano,"Revisar blockers, demonstração e disponibilidade de artefatos.",reports/releases/v1-go-no-go.md,Autor assina decisão; agente não aprova automaticamente a própria implementação.,SL-S60-08,R01; R02; R05; R06; R07; R09; R33; R34,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor,,,reports/S60/SL-S60-09.md,,,PENDENTE,
659,SL-S60-10,v1.0.0,S60,Release / escopo integral,Próprio,Release,Publicar stable e verificar distribuição,Testar download/instalação a partir do canal real sem expor credenciais.,reports/releases/v1-post-publish.md,"Se artefato estiver incorreto, canal é corrigido/revertido e problema não é ignorado.",SL-S60-09,R01; R02; R05; R06; R07; R09; R33; R34,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor,,,reports/S60/SL-S60-10.md,,,PENDENTE,
660,SL-S60-GATE,v1.0.0,S60,Release / escopo integral,Aceite humano,Gate,Aceitar S60 — Publicar Sandland v1.0.0,"Revisar as dez tarefas, executar a demonstração do sprint, confrontar critérios e registrar decisão go/no-go.",reports/S60/acceptance.md,"Instalar stable limpa, restaurar Vault de referência e concluir ciclo completo sem perda de dados. Todas as dependências aceitas; evidências vinculadas a revisão/ambiente; nenhum blocker de integridade/segurança.",SL-S60-01; SL-S60-02; SL-S60-03; SL-S60-04; SL-S60-05; SL-S60-06; SL-S60-07; SL-S60-08; SL-S60-09; SL-S60-10,R01; R02; R05; R06; R07; R09; R33; R34,Não iniciado,P0,Crítico,Obrigatória para fechar a versão aprovada,Autor,,,reports/S60/acceptance.md,,,PENDENTE,
661,SL-S61-01,v1.1.0,S61,Manutenção / produto,Próprio,Governança,Coletar feedback consentido,"Usar issues e diagnóstico local saneado, sem telemetria compulsória.",reports/post-v1/feedback-register.csv,Relatos possuem consentimento/origem; ausência de usuários externos é declarada.,SL-S60-GATE,R05; R09; R31; R34; R36,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor,,,reports/S61/SL-S61-01.md,,,PENDENTE,
662,SL-S61-02,v1.1.0,S61,Manutenção / produto,Próprio,Governança,Triar incidentes,"Priorizar perda de dados, fuga de escopo, falhas essenciais e recursos.",docs/maintenance/triage.md,Hotfix crítico pode interromper qualquer sprint futuro.,SL-S61-01,R05; R09; R31; R34; R36,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor,,,reports/S61/SL-S61-02.md,,,PENDENTE,
663,SL-S61-03,v1.1.0,S61,Manutenção / produto,Próprio,Teste,Reproduzir problemas reais,Transformar entradas permitidas em fixtures mínimas sem expor documentos do usuário.,tests/regressions/post-v1/,Cada bug corrigido tem caso reproduzível; bug não confirmado é identificado como hipótese.,SL-S61-02,R05; R09; R31; R34; R36,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S61/SL-S61-03.md,,,PENDENTE,
664,SL-S61-04,v1.1.0,S61,Manutenção / produto,Próprio,Implementação,Corrigir falhas prioritárias,Implementar patches estreitos com revisão e rollback.,maintenance/v1.1/fixes/,Correção não introduz migração/feature escondida e passa contratos pertinentes.,SL-S61-03,R05; R09; R31; R34; R36,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S61/SL-S61-04.md,,,PENDENTE,
665,SL-S61-05,v1.1.0,S61,Manutenção / produto,Próprio,Teste,Executar uso prolongado,"Alternar Vaults, edição, OCR, pesquisa e inferência em sessão extensa.",reports/post-v1/soak.json,"Crescimento de recursos, deadlocks e atrasos são medidos, não só observados visualmente.",SL-S61-04,R05; R09; R31; R34; R36,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S61/SL-S61-05.md,,,PENDENTE,
666,SL-S61-06,v1.1.0,S61,Manutenção / produto,Próprio,Governança,Revisar dívida dos adapters,"Listar patches locais, APIs internas e riscos por engine.",upstream/debt-register.md,Cada divergência tem motivação e estratégia de reduzir/manter/upstreamar.,SL-S61-05,R05; R09; R31; R34; R36,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor,,,reports/S61/SL-S61-06.md,,,PENDENTE,
667,SL-S61-07,v1.1.0,S61,Manutenção / produto,Próprio,Decisão,Ratificar propostas pós-v1,"Resolver ADR-017 para escala, offline/interoperabilidade e futuros provedores.",docs/adr/017-post-v1-scope.md,Novas funcionalidades permanecem propostas até aprovação humana; não bloqueiam correções essenciais.,SL-S61-06,R05; R09; R31; R34; R36,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor,,,reports/S61/SL-S61-07.md,,,PENDENTE,
668,SL-S61-08,v1.1.0,S61,Manutenção / produto,Próprio,Decisão,Definir alvos de escala,Escolher corpus/hardware com base em uso observado antes de otimizar.,bench/profiles/post-v1.yaml,Novas metas não substituem silenciosamente budgets básicos do produto.,SL-S61-07,R05; R09; R31; R34; R36,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor,,,reports/S61/SL-S61-08.md,,,PENDENTE,
669,SL-S61-09,v1.1.0,S61,Manutenção / produto,Próprio,Governança,Definir política de suporte,"Estabelecer ramos, patches de segurança, depreciação e compatibilidade de formatos.",docs/maintenance/support-policy.md,Não há promessa de suporte eterno ou calendário irreal para equipe solo.,SL-S61-08,R05; R09; R31; R34; R36,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor,,,reports/S61/SL-S61-09.md,,,PENDENTE,
670,SL-S61-10,v1.1.0,S61,Manutenção / produto,Próprio,Teste,Fechar regressão de estabilidade,Comparar candidata com v1.0 e registrar o que efetivamente melhorou.,reports/v1.1/stability-baseline.md,Ausência de defeito conhecido não é preenchida por bug inventado para marcar tarefa concluída.,SL-S61-09,R05; R09; R31; R34; R36,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S61/SL-S61-10.md,,,PENDENTE,
671,SL-S61-GATE,v1.1.0,S61,Manutenção / produto,Aceite humano,Gate,Aceitar S61 — Estabilizar uso real e ratificar evolução,"Revisar as dez tarefas, executar a demonstração do sprint, confrontar critérios e registrar decisão go/no-go.",reports/S61/acceptance.md,Reproduzir relato real/ensaio de uso e vincular correção a teste sem coletar dados privados. Todas as dependências aceitas; evidências vinculadas a revisão/ambiente; nenhum blocker de integridade/segurança.,SL-S61-01; SL-S61-02; SL-S61-03; SL-S61-04; SL-S61-05; SL-S61-06; SL-S61-07; SL-S61-08; SL-S61-09; SL-S61-10,R05; R09; R31; R34; R36,Não iniciado,P0,Crítico,Obrigatória para fechar a versão aprovada,Autor,,,reports/S61/acceptance.md,,,PENDENTE,
672,SL-S62-01,v1.1.0,S62,Recovery / observabilidade local,Próprio,Implementação,Criar painel de saúde do Vault,"Reunir schemas, referências, histórico, caches e jobs.",apps/desktop/src/diagnostics/vault-health.ts,UI distingue problema autoral de índice descartável e evita alarmismo genérico.,SL-S61-GATE,R02; R05; R08; R29; R31; R37,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S62/SL-S62-01.md,,,PENDENTE,
673,SL-S62-02,v1.1.0,S62,Recovery / observabilidade local,Próprio,Implementação,Adicionar preview de reparo,"Listar arquivos afetados, causa e resultado antes de modificar.",crates/recovery/src/plan.rs,Operação destrutiva não é escondida dentro de botão reconstruir índice.,SL-S62-01,R02; R05; R08; R29; R31; R37,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S62/SL-S62-02.md,,,PENDENTE,
674,SL-S62-03,v1.1.0,S62,Recovery / observabilidade local,Próprio,Implementação,Criar checkpoint de reparo,Preservar reversibilidade conforme política de retenção.,crates/recovery/src/checkpoint.rs,Reparo pode ser desfeito sem perder alterações confirmadas posteriores indevidamente.,SL-S62-02,R02; R05; R08; R29; R31; R37,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S62/SL-S62-03.md,,,PENDENTE,
675,SL-S62-04,v1.1.0,S62,Recovery / observabilidade local,Próprio,Implementação,Melhorar reconciliação assistida,Resolver órfãos e conflitos por decisão explícita.,apps/desktop/src/diagnostics/reconcile.ts,Sistema não escolhe automaticamente o arquivo mais novo como verdade universal.,SL-S62-03,R02; R05; R08; R29; R31; R37,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S62/SL-S62-04.md,,,PENDENTE,
676,SL-S62-05,v1.1.0,S62,Recovery / observabilidade local,Próprio,Implementação,Criar export de diagnóstico saneado,"Remover corpo documental, caminhos sensíveis e segredos por padrão.",crates/diagnostics/src/export.rs,Fixtures-semente privadas não aparecem no pacote compartilhável.,SL-S62-04,R02; R05; R08; R29; R31; R37,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S62/SL-S62-05.md,,,PENDENTE,
677,SL-S62-06,v1.1.0,S62,Recovery / observabilidade local,Próprio,Implementação,Explicar consumo por capacidade,"Atribuir recursos a modelo, browser, OCR, indexador e editor.",apps/desktop/src/diagnostics/resources.ts,Usuário pode pausar o causador real sem encerrar o app inteiro.,SL-S62-05,R02; R05; R08; R29; R31; R37,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S62/SL-S62-06.md,,,PENDENTE,
678,SL-S62-07,v1.1.0,S62,Recovery / observabilidade local,Próprio,Implementação,Melhorar retomada de jobs,"Distinguir retry seguro, nova versão do input e tarefa manual necessária.",crates/jobs/src/recovery.rs,Job antigo não repete envio remoto após consentimento revogado.,SL-S62-06,R02; R05; R08; R29; R31; R37,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S62/SL-S62-07.md,,,PENDENTE,
